Record_ID,Year,Month,Month_Name,Quarter,Branch_Zone,State,Segment,KPI_Name,Budget_INR_Lakhs,Actual_INR_Lakhs,Variance_INR_Lakhs,Variance_Pct,Target_Achieved,RM_Responsible,Last_Updated
BA00334,2020,5,May,Q2,Central Zone,Odisha,Priority Banking,Total Deposits,722.44,844.57,Rs.122.13,16.91%,YES ,Rajesh Sharma,07-Nov-19
BA00335,2019,8,August,Q3,North Zone,RAJASTHAN,Priority Banking,Recovery Amount,4397.23,3389.83,-1007.4,-22.91%,No,Kavitha Subramanian,11-Dec-22
BA00336,2020,9,September,Q3,West Zone,Punjab,  SME Banking,Net Interest Income,Rs.3682.0,4500.69,818.69,22.23%,Yes,sunita rao,20-09-2024
BA00337,2018,8,August,Q3,West Zone,Maharashtra,  Corporate Banking,Cross Sell Revenue,1462.64,,-333.27,-22.79%,No,vijay kumar,10-09-2018
BA00338,2011,11,November,Q4,West Zone,TAMIL NADU,Retail Banking,Recovery Amount,4370.97,4846.77,475.8,10.89%,Yes,Meena Iyer,03-07-2015
BA00339,2018,10,Oct,Q4,north zone,Andhra Pradesh,  NRI Banking,NPA Amount,4426.48,3841.7,-584.78,-13.21%,No,Mohan Das,29-05-2024
BA00340,2022,5,May,Q2,North Zone,Uttar Pradesh,Corporate Banking,FEE INCOME,231.78,239.88,8.1,3.50%,Yes,Rajesh Sharma,05-Feb-25
BA00341,2010,3,March,Q1,North Zone,Delhi,retail banking,OPERATING EXPENSE,1726.38,2094,367.62,21.29%,Yes,Lalita Devi,21-May-17
BA00342,2012,3,March,Q1,West Zone,  Tamil Nadu,NRI Banking,  Fee Income,2948.63,3826.2,877.57,29.76%,Yes,  Amit Patel,02-09-2023
BA00343,2017,6,June,Q2,West Zone,Gujarat,Retail Banking,Cross Sell Revenue,3834.04,4580.13,,19.46%,Yes,DEEPA KRISHNAN,15-Jul-23
BA00344,2010,5,May,Q2,South Zone,Andhra Pradesh,Corporate Banking,Profit Before Tax,665.27,634.44,-30.83,-4.63%,No,RAMESH YADAV,04-09-2023
BA00345,2017,3,March,Q1,west zone,Haryana,Retail Banking,NPA Amount,3625.92,4226.53,600.61,16.56%,Yes,Rajesh Sharma,04-Feb-17
BA00346,2020,2,February,Q1,Central Zone,Gujarat,Corporate Banking,Net Interest Income,2155.76,2652.83,497.07,23.06%,Yes,Sanjay Gupta,24-02-2020
BA00347,2021,11,November,Q4,North Zone,Maharashtra,Retail Banking,New Customer Acquisition,75.51,54.96,-20.55,-27.21%,No,ramesh yadav,16-06-2022
BA00348,2012,2,Feb,Q1,Central Zone,  Andhra Pradesh,nri banking,Total Deposits,384.79,398.13,,3.47%,No ,Lalita Devi,02-03-2022
BA00349,2024,8,August,Q3,SOUTH ZONE,Maharashtra,SME Banking,Net Interest Income,1504.37,Rs.1340.35,-164.02,-10.9,No,Ramesh Yadav,16-05-2024
BA00350,2018,12,December,Q4,Central Zone,  Madhya Pradesh,Corporate Banking,fee income,1129.33,1195.28,65.95,5.84%,Yes,Mohan Das,05-05-2021
BA00351,2017,5,May,Q2,Central Zone,Maharashtra,Retail Banking,NPA Amount,3287.33,4254.07,966.74,29.41%,Yes,  Sunita Rao,04-04-2019
BA00352,2012,7,Jul,Q3,NORTH ZONE,  Haryana,Priority Banking,  Net Interest Income,366.79,461.88,95.09,25.92%,Yes,Nitin Joshi,08-09-2013
BA00353,2012,4,APRIL,Q2,West Zone,Odisha,Priority Banking,Total Disbursement,4384.38,5199.18,814.8,18.58%,Yes,Nitin Joshi,24-05-2025
BA00354,2012,3,Mar,Q1,South Zone,  Madhya Pradesh,Priority Banking,Total Deposits,3997.44,3028.07,-969.37,-24.25%,No,Nitin Joshi,24-03-2012
BA00355,2023,12,DECEMBER,Q4,north zone,TELANGANA,SME Banking,Total Disbursement,3697.65,4307.9,610.25,16.50%,Yes,Mohan Das,24-12-2023
BA00356,2017,11,November,Q4,Central Zone,Odisha,Retail Banking,profit before tax,3727.69,2699.87,,-27.57,No,Lalita Devi,24-11-2017
BA00357,2015,7,July,Q3,West Zone,Gujarat,Retail Banking,NEW CUSTOMER ACQUISITION,836.97,988.13,151.16,18.06%,Yes,Kavitha Subramanian,24-07-2015
BA00358,2013,12,December,Q4,North Zone,Tamil Nadu,nri banking,NPA Amount,2700.47,2881.38,180.91,6.70%,yes,Amit Patel,17-12-2018
BA00359,2011,3,March,Q1,West Zone,Punjab,Retail Banking,NPA Amount,232.13,250.99,18.86,8.12%,Yes,Lalita Devi,22-01-2012
BA00360,2023,3,3,Q1,CENTRAL ZONE,  Karnataka,Priority Banking,Operating Expense,4723.73,4497.33,Rs.-226.4,-4.79%,No,Sanjay Gupta,24-03-2023
BA00361,2021,11,November,Q4,central zone,Punjab,SME Banking,Recovery Amount,Rs.3245.04,2394.63,,-26.21%,No,Kavitha Subramanian,05-02-2024
BA00362,2015,3,March,Q1,North Zone,Delhi,NRI Banking,OPERATING EXPENSE,4369.04,4220.59,-148.45,-3.40%,No,Mohan Das,31-07-2022
BA00363,2022,10,October,Q4,East Zone,Haryana,SME Banking,RECOVERY AMOUNT,4571.81,4708.09,136.28,2.98%,Yes,Deepa Krishnan,18-08-2024
BA00364,2017,7,July,Q3,Central Zone,Rajasthan,Corporate Banking,Fee Income,1802.6,1937.98,135.38,7.51%,Yes,Kavitha Subramanian,24-07-2017
BA00365,2025,7,7,Q3,  South Zone,Madhya Pradesh,Priority Banking,Recovery Amount,4065.36,4371.45,,7.53%,Yes,MEENA IYER,29-Dec-25
BA00366,2020,10,October,Q4,West Zone,West Bengal,Corporate Banking,Net Interest Income,4220.09,5331.31,1111.22,26.33%,Yes,Nitin Joshi,18-Jul-20
BA00367,2018,10,Oct,Q4,East Zone,ODISHA,Corporate Banking,Net Interest Income,190.99,149.67,-41.32,-21.63%,No,DEEPA KRISHNAN,23-May-23
BA00368,2023,6,June,Q2,West Zone,Madhya Pradesh,retail banking,New Customer Acquisition,1373.59,1262.4,-111.19,-8.10%,No,Deepa Krishnan,24-06-2023
BA00369,2012,10,October,Q4,South Zone,KERALA,SME Banking,TOTAL DISBURSEMENT,2323.36,2644.04,320.68,13.80%,Yes,Sunita Rao,24-10-2012
BA00370,2012,5,MAY,Q2,Central Zone,DELHI,Corporate Banking,Profit Before Tax,2482.37,3098.26,615.89,24.81%,Yes,Priya Nair,05-11-2023
BA00371,2014,2,February,Q1,Central Zone,Maharashtra,NRI Banking,Net Interest Income,4812.11,5249.78,437.67,9.10%,Yes,Meena Iyer,31-08-2024
BA00372,2020,5,May,Q2,West Zone,Gujarat,Retail Banking,NPA Amount,3045.69,2809.71,-235.98,-7.75%,No,nitin joshi,12-Jan-14
BA00373,2024,12,December,Q4,South Zone,Andhra Pradesh,NRI Banking,Cross Sell Revenue,4051.2,3019.69,-1031.51,-25.46%,No,Kavitha Subramanian,03-03-2025
BA00374,2020,7,July,Q3,Central Zone,Madhya Pradesh,NRI Banking,Profit Before Tax,2170.65,1924.41,-246.24,-11.34%,No,LALITA DEVI,24-07-2020
BA00375,2023,10,10,Q4,West Zone,Andhra Pradesh,NRI Banking,NPA Amount,4391.51,4319.04,Rs.-72.47,-1.65%,No,Arun Mehta,23-Mar-25
BA00376,2022,1,January,Q1,west zone,Haryana,SME Banking,Operating Expense,1105.28,1222.91,117.63,10.64%,Yes,Lalita Devi,23-03-2024
BA00377,2021,2,February,Q1,North Zone,Punjab,priority banking,Total Deposits,1600.65,1804.14,203.49,12.71%,Yes,Anita Bose,01-12-2022
BA00378,2017,9,September,Q3,Central Zone,West Bengal,Priority Banking,Fee Income,3436.32,3929.01,492.69,14.34%,No ,Mohan Das,14-Jun-25
BA00379,2019,11,Nov,Q4,West Zone,Delhi,  Retail Banking,Net Interest Income,4745.03,4642.39,-102.64,-2.16%,No,Vijay Kumar,03-01-2025
BA00380,2014,6,6,Q2,West Zone,Uttar Pradesh,  Retail Banking,recovery amount,1259.79,1282.61,22.82,1.81%,Yes,Kavitha Subramanian,24-06-2014
BA00381,2016,6,June,Q2,Central Zone,GUJARAT,NRI Banking,Fee Income,908.62,953.64,45.02,4.95%,Yes,  Rajesh Sharma,24-06-2016
BA00382,2017,8,Aug,Q3,Central Zone,Delhi,Retail Banking,Cross Sell Revenue,4919.46,3519.01,-1400.45,-28.47%,No,Anita Bose,07-02-2022
BA00383,2016,9,SEPTEMBER,Q3,North Zone,Karnataka,Retail Banking,Cross Sell Revenue,301.3,,-40.23,-13.35%,No,Vijay Kumar,24-09-2016
BA00384,2025,11,Nov,Q4,South Zone,Andhra Pradesh,Corporate Banking,Fee Income,824.7,1044.96,220.26,26.71%,Yes,Deepa Krishnan,03-05-2025
BA00385,2010,11,November,Q4,West Zone,Uttar Pradesh,nri banking,Net Interest Income,4773.26,3803.65,-969.61,-20.31%,No,Ramesh Yadav,01-06-2017
BA00386,2010,10,10,Q4,South Zone,UTTAR PRADESH,corporate banking,Recovery Amount,1225.84,1274.36,48.52,3.96%,Yes,Deepa Krishnan,24-10-2010
BA00387,2017,5,May,Q2,West Zone,Haryana,  SME Banking,Recovery Amount,2578.69,2112.43,Rs.-466.26,-18.08,No,Mohan Das,24-05-2017
BA00388,2010,9,September,Q3,Central Zone,kerala,Corporate Banking,NPA Amount,3188.66,3855.52,666.86,20.91,Yes,Ramesh Yadav,16-12-2011
BA00389,2017,7,Jul,Q3,Central Zone,Punjab,priority banking,total disbursement,3008.97,3158.91,149.94,4.98%,Yes,Ramesh Yadav,30-12-2020
BA00390,2021,8,August,Q3,NORTH ZONE,  Andhra Pradesh,Corporate Banking,Fee Income,1694.54,1916.89,222.35,13.12%,Yes,Arun Mehta,22-May-23
BA00391,2025,12,Dec,Q4,North Zone,  Maharashtra,Retail Banking,NEW CUSTOMER ACQUISITION,555.74,439.31,-116.43,-20.95%,No,Vijay Kumar,24-12-2025
BA00392,2012,5,May,Q2,  North Zone,West Bengal,NRI Banking,Recovery Amount,Rs.3608.21,4076.02,467.81,12.97%,Yes,Sunita Rao,24-05-2012
BA00393,2019,10,10,Q4,North Zone,Punjab,corporate banking,Net Interest Income,1436.74,1332.96,-103.78,-7.22%,No,Rajesh Sharma,04-03-2019
BA00394,2024,5,MAY,Q2,South Zone,  Karnataka,SME Banking,RECOVERY AMOUNT,1934.6,2094.56,159.96,8.27%,Yes,Amit Patel,19-Nov-24
BA00395,2014,8,August,Q3,East Zone,Uttar Pradesh,Corporate Banking,Profit Before Tax,1340.1,966.54,,-27.88%,No,  Amit Patel,24-08-2014
BA00396,2018,10,October,Q4,south zone,  Uttar Pradesh,SME Banking,Fee Income,255.15,263.15,8,3.14%,Yes,Rajesh Sharma,24-10-2018
BA00397,2020,5,May,Q2,West Zone,Rajasthan,Priority Banking,Total Deposits,704.57,Rs.772.26,67.69,9.61%,Yes,Rajesh Sharma,29-06-2017
BA00398,2019,12,December,Q4,south zone,Odisha,nri banking,Recovery Amount,1826.42,1545.95,-280.47,-15.36%,No,Anita Bose,24-12-2019
BA00399,2024,6,June,Q2,CENTRAL ZONE,Uttar Pradesh,Priority Banking,Operating Expense,1080.96,1146.62,65.66,6.07%,Yes,Anita Bose,20-05-2024
BA00400,2010,10,October,Q4,South Zone,Tamil Nadu,Retail Banking,Recovery Amount,4782.87,4772.62,-10.25,-0.21%,No,Amit Patel,17-Apr-24
BA00401,2010,11,November,Q4,North Zone,Haryana,Retail Banking,FEE INCOME,2981.64,2658.02,-323.62,-10.85%,No,Anita Bose,12-11-2014
BA00402,2022,7,JULY,Q3,Central Zone,Haryana,Priority Banking,operating expense,2557.45,1904.54,-652.91,-25.53%,No,rajesh sharma,10-01-2022
BA00403,2015,1,January,Q1,west zone,andhra pradesh,SME Banking,Operating Expense,1541.13,1874.43,333.3,21.63%,Yes,  Lalita Devi,30-09-2025
BA00404,2013,12,December,Q4,SOUTH ZONE,DELHI,Retail Banking,RECOVERY AMOUNT,679.17,683.36,4.19,0.62%,Yes,Rajesh Sharma,26-02-2022
BA00405,2020,8,August,Q3,east zone,Madhya Pradesh,CORPORATE BANKING,Cross Sell Revenue,834.14,1057.15,223.01,26.74%,Yes,Lalita Devi,10-10-2021
BA00406,2018,2,February,Q1,Central Zone,Tamil Nadu,SME Banking,new customer acquisition,95.25,66.91,-28.34,-29.76%,YES ,Meena Iyer,24-02-2018
BA00407,2013,5,May,Q2,Central Zone,Karnataka,NRI Banking,Total Disbursement,3567.34,4001.45,434.11,12.17%,Yes,Lalita Devi,12-08-2016
BA00408,2022,3,March,Q1,South Zone,Delhi,SME BANKING,NPA Amount,627.43,523.62,-103.81,-16.54%,No,Amit Patel,29-03-2022
BA00409,2010,7,July,Q3,South Zone,Madhya Pradesh,nri banking,Total Deposits,3229.51,3849.18,619.67,19.19%,Yes,Sanjay Gupta,10-05-2024
BA00410,2010,5,May,Q2,Central Zone,  Punjab,Priority Banking,profit before tax,3053.46,3958.38,904.92,29.64%,YES ,Sunita Rao,26-08-2019
BA00411,2013,2,February,Q1,  South Zone,Odisha,Priority Banking,NPA Amount,323.58,417.56,93.98,29.04%,Yes,Amit Patel,24-May-22
BA00412,2019,2,February,Q1,East Zone,Andhra Pradesh,Corporate Banking,PROFIT BEFORE TAX,3467.16,4366.39,899.23,25.94%,Yes,Nitin Joshi,24-02-2019
BA00413,2022,3,MARCH,Q1,South Zone,Punjab,Retail Banking,Fee Income,1234.68,1549.04,314.36,25.46%,Yes,  Vijay Kumar,24-03-2022
BA00414,2023,4,April,Q2,Central Zone,  Karnataka,SME Banking,Profit Before Tax,2690.04,2822.36,132.32,4.92,Yes,Ramesh Yadav,20-08-2025
BA00415,2011,12,December,Q4,North Zone,Haryana,SME Banking,New Customer Acquisition,3757.57,Rs.4609.79,852.22,22.68%,Yes,Amit Patel,24-12-2011
BA00416,2012,11,November,Q4,Central Zone,Gujarat,NRI Banking,Profit Before Tax,4523.52,3769.6,-1036.69,-21.57%,No,VIJAY KUMAR,24-11-2012
BA00417,2011,7,July,Q3,Central Zone,Gujarat,  Corporate Banking,  Cross Sell Revenue,96.31,78.22,-18.09,-18.78%,No,Ramesh Yadav,31-01-2013
BA00418,2022,9,September,Q3,SOUTH ZONE,Telangana,Corporate Banking,Fee Income,3512.4,3865.63,353.23,10.06%,Yes,Mohan Das,07-02-2022
BA00419,2020,11,November,Q4,West Zone,Andhra Pradesh,Corporate Banking,Total Deposits,1538.23,1851.32,313.09,20.35,Yes,mohan das,28-10-2020
BA00420,2020,8,August,Q3,East Zone,gujarat,Corporate Banking,Cross Sell Revenue,1673,1451.89,-221.11,-13.22,No,meena iyer,19-07-2025
BA00421,2021,10,Oct,Q4,west zone,Delhi,SME Banking,Recovery Amount,3202.92,2266.89,Rs.-936.03,-29.22%,No,Arun Mehta,24-10-2021
BA00422,2023,3,3,Q1,EAST ZONE,Delhi,CORPORATE BANKING,Recovery Amount,4306.42,Rs.3089.34,-1217.08,-28.26%,No,NITIN JOSHI,28-Aug-23
BA00423,2024,1,January,Q1,West Zone,  Telangana,Retail Banking,NPA Amount,1872.41,1510.32,-362.09,-19.34%,No,Arun Mehta,24-01-2024
BA00424,2017,10,October,Q4,South Zone,Kerala,nri banking,NPA Amount,1927.26,2052.72,125.46,6.51%,Yes,Meena Iyer,24-10-2017
BA00425,2017,7,July,Q3,CENTRAL ZONE,Maharashtra,Corporate Banking,Recovery Amount,536.3,671.89,135.59,25.28%,Yes,NITIN JOSHI,24-07-2017
BA00426,2017,2,February,Q1,North Zone,Karnataka,Corporate Banking,  Fee Income,2052.03,1573.05,-478.98,-23.34%,No,LALITA DEVI,12-04-2020
BA00427,2020,4,April,Q2,  Central Zone,West Bengal,SME Banking,TOTAL DISBURSEMENT,198.44,195.15,-3.29,-1.66%,No,Sunita Rao,28-Dec-25
BA00428,2010,2,FEBRUARY,Q1,West Zone,  Haryana,SME Banking,Recovery Amount,2822.27,2715.7,-106.57,-3.78%,No,ANITA BOSE,23-03-2016
BA00429,2024,8,August,Q3,East Zone,Telangana,Corporate Banking,NET INTEREST INCOME,3775.52,3066.04,Rs.-709.48,-18.79%,No,rajesh sharma,30-09-2025
BA00430,2012,4,April,Q2,south zone,Maharashtra,nri banking,Net Interest Income,3468.76,2695.34,-773.42,-22.30%,No,Amit Patel,31-08-2020
BA00431,2016,7,July,Q3,NORTH ZONE,Haryana,SME Banking,net interest income,561.77,679.75,117.98,21.00%,Yes,Meena Iyer,08-Nov-20
BA00432,2022,9,September,Q3,North Zone,Kerala,  Corporate Banking,CROSS SELL REVENUE,715.57,540.12,-175.45,-24.52%,No,Sunita Rao,14-Jun-24
BA00433,2021,6,June,Q2,Central Zone,Odisha,  Retail Banking,Total Disbursement,3871.5,3134.1,-737.4,-19.05%,No,Anita Bose,24-06-2021
BA00434,2023,8,AUGUST,Q3,West Zone,Karnataka,SME Banking,Net Interest Income,1884.27,1833.55,-50.72,-2.69,No,Ramesh Yadav,24-08-2023
BA00435,2022,5,May,Q2,EAST ZONE,West Bengal,  NRI Banking,Operating Expense,565.41,436.8,-128.61,-22.75%,No,Ramesh Yadav,07-06-2025
BA00436,2011,7,July,Q3,South Zone,Odisha,  Priority Banking,fee income,1609.536,1341.28,Rs.79.32,6.29%,Yes,Meena Iyer,10-Jun-15
BA00437,2017,12,December,Q4,North Zone,Punjab,Retail Banking,operating expense,2519.35,3008.43,489.08,19.41%,Yes,Kavitha Subramanian,01-03-2025
BA00438,2024,9,Sep,Q3,East Zone,Odisha,  NRI Banking,Total Disbursement,4154.54,3825.82,-328.72,-7.91%,No,Anita Bose,13-Jan-25
BA00439,2014,4,Apr,Q2,west zone,Kerala,Priority Banking,  Fee Income,3823.73,4343.26,519.53,13.59%,Yes,AMIT PATEL,24-04-2014
BA00440,2014,12,12,Q4,North Zone,rajasthan,Retail Banking,Operating Expense,2772.26,2207.05,-565.21,-20.39%,No,Ramesh Yadav,05-Feb-25
BA00441,2016,8,August,Q3,South Zone,  Tamil Nadu,NRI Banking,Total Deposits,4245.55,3335.66,-909.89,-21.43%,No,  Nitin Joshi,30-Oct-19
BA00442,2011,12,12,Q4,North Zone,Tamil Nadu,  NRI Banking,Profit Before Tax,3278.62,Rs.2742.41,-536.21,-16.35%,No,Amit Patel,05-Nov-23
BA00443,2012,11,November,Q4,East Zone,Odisha,CORPORATE BANKING,New Customer Acquisition,2951.65,3590.33,638.68,21.64%,Yes,Ramesh Yadav,12-05-2015
BA00444,2013,8,August,Q3,North Zone,Odisha,Priority Banking,Operating Expense,2698.64,3492.56,793.92,29.42%,Yes,Mohan Das,06-07-2023
BA00445,2015,9,Sep,Q3,South Zone,Telangana,Priority Banking,Profit Before Tax,Rs.3340.59,2846.43,-494.16,-14.79%,No,Vijay Kumar,17-11-2022
BA00446,2020,7,Jul,Q3,west zone,Rajasthan,retail banking,New Customer Acquisition,1950.71,1986.36,35.65,1.83%,Yes,Arun Mehta,10-01-2024
BA00447,2017,5,May,Q2,CENTRAL ZONE,  Haryana,SME Banking,New Customer Acquisition,1187.74,1252,,5.41%,Yes,Kavitha Subramanian,02-10-2021
BA00448,2024,9,September,Q3,  South Zone,Haryana,CORPORATE BANKING,Total Disbursement,2434.31,1761.51,-672.8,-27.64,No,Meena Iyer,14-06-2025
BA00449,2012,8,August,Q3,SOUTH ZONE,tamil nadu,Priority Banking,Fee Income,3212.61,3913.65,701.04,21.82%,Yes,Rajesh Sharma,24-08-2012
BA00450,2018,9,September,Q3,South Zone,telangana,Priority Banking,Operating Expense,4974.29,4577.68,-396.61,-7.97%,No,Sunita Rao,01-03-2024
BA00451,2013,1,January,Q1,Central Zone,Maharashtra,Retail Banking,Recovery Amount,2434.7,2806.86,372.16,15.29,Yes,KAVITHA SUBRAMANIAN,18-12-2014
BA00452,2017,3,Mar,Q1,West Zone,Gujarat,NRI Banking,Recovery Amount,297.55,297.9,0.35,0.12%,Yes,AMIT PATEL,28-11-2017
BA00453,2013,2,February,Q1,Central Zone,Karnataka,Retail Banking,total disbursement,4489.77,4331.56,-158.21,-3.52%,No,Amit Patel,12-01-2016
BA00454,2015,4,Apr,Q2,South Zone,Delhi,Corporate Banking,npa amount,1717.15,1871.15,154,8.97,Yes,Deepa Krishnan,11-May-25
BA00455,2024,6,June,Q2,West Zone,  Andhra Pradesh,SME BANKING,Profit Before Tax,3265.11,3115.95,-149.16,-4.57%,No,Priya Nair,29-Jun-25
BA00456,2018,9,September,Q3,south zone,Andhra Pradesh,Corporate Banking,Recovery Amount,3230.64,2692.2,-637.26,-19.14,No,deepa krishnan,25-01-2025
BA00457,2025,10,October,Q4,West Zone,Odisha,Priority Banking,Total Deposits,4906.98,4131.18,-775.8,-15.81,No,Sunita Rao,19-03-2025
BA00458,2021,12,December,Q4,East Zone,West Bengal,SME Banking,New Customer Acquisition,2641.44,2115.53,-525.91,-19.91%,No,Lalita Devi,24-12-2021
BA00459,2017,11,Nov,Q4,Central Zone,Tamil Nadu,SME Banking,FEE INCOME,1949.76,1371.85,-577.91,-29.64%,No,LALITA DEVI,24-11-2017
BA00460,2012,9,9,Q3,Central Zone,KARNATAKA,retail banking,Total Deposits,995.05,1206.51,211.46,21.25%,Yes,Sunita Rao,06-Jun-19
BA00461,2011,12,Dec,Q4,East Zone,Gujarat,SME Banking,fee income,4167.73,4540.8,373.07,8.95,Yes,anita bose,29-11-2023
BA00462,2020,6,June,Q2,Central Zone,Rajasthan,CORPORATE BANKING,Profit Before Tax,1761.97,1361.33,-400.64,-22.74%,No,KAVITHA SUBRAMANIAN,11-06-2023
BA00463,2011,9,September,Q3,North Zone,Telangana,  Corporate Banking,new customer acquisition,1762.04,2175.89,413.85,23.49,Yes,Vijay Kumar,24-09-2011
BA00464,2014,8,August,Q3,East Zone,gujarat,RETAIL BANKING,RECOVERY AMOUNT,4637.24,5778.02,1140.78,24.60%,Yes,  Arun Mehta,24-08-2014
BA00465,2025,4,April,Q2,Central Zone,Maharashtra,corporate banking,Total Disbursement,4220.43,4532.58,,7.40%,Yes,Lalita Devi,24-04-2025
BA00466,2017,5,May,Q2,Central Zone,Madhya Pradesh,Corporate Banking,  Fee Income,2533.04,2777.83,244.79,9.66%,Yes,Sanjay Gupta,24-05-2017
BA00467,2021,5,May,Q2,East Zone,ODISHA,NRI Banking,NPA Amount,3795.51,2827.86,-967.65,-25.49%,No ,Priya Nair,22-09-2021
BA00468,2019,5,May,Q2,  North Zone,  Andhra Pradesh,Retail Banking,New Customer Acquisition,3239.34,4187.34,948,29.27%,Yes,Nitin Joshi,18-04-2022
BA00469,2010,10,October,Q4,  North Zone,Madhya Pradesh,Priority Banking,profit before tax,3340.97,3572.97,232,6.94%,Yes,  Meena Iyer,06-11-2024
BA00470,2024,7,July,Q3,central zone,Odisha,Corporate Banking,Total Deposits,623.69,769.59,145.9,23.39%,Yes,Arun Mehta,02-09-2025
BA00471,2014,8,August,Q3,North Zone,uttar pradesh,Corporate Banking,Total Disbursement,2885.84,2293.13,-592.71,-20.54%,No,Lalita Devi,10-Mar-20
BA00472,2021,12,December,Q4,west zone,Karnataka,Priority Banking,NET INTEREST INCOME,2401.62,2120.08,-281.54,-11.72%,No,  Amit Patel,02-Jun-25
BA00473,2024,1,January,Q1,  East Zone,Uttar Pradesh,Priority Banking,Net Interest Income,2545.74,2050.45,-495.29,-19.46%,No,Meena Iyer,12-Sep-24
BA00474,2017,1,January,Q1,East Zone,odisha,Priority Banking,Operating Expense,1247.14,1398.07,150.93,12.10%,Yes,Rajesh Sharma,18-06-2020
BA00475,2015,9,September,Q3,North Zone,Telangana,Corporate Banking,Fee Income,2625.68,1984.23,-641.45,-24.43%,No,  Meena Iyer,12-06-2020
BA00476,2013,2,February,Q1,EAST ZONE,Andhra Pradesh,Corporate Banking,Total Deposits,3940.32,4386.4,446.08,11.32%,Yes,Deepa Krishnan,12-03-2020
BA00477,2021,8,August,Q3,North Zone,Rajasthan,SME Banking,npa amount,818.98,591.09,-227.89,-27.83%,No,Priya Nair,24-08-2021
BA00478,2015,4,April,Q2,WEST ZONE,Punjab,nri banking,total deposits,1445.63,1656.65,211.02,14.60%,Yes,Nitin Joshi,24-04-2015
BA00479,2025,4,4,Q2,West Zone,Tamil Nadu,PRIORITY BANKING,  Fee Income,4480.34,3679.71,-800.63,-17.87,No,Sunita Rao,19-07-2025
BA00480,2018,10,October,Q4,Central Zone,WEST BENGAL,RETAIL BANKING,Cross Sell Revenue,659.97,720.72,60.75,9.20%,Yes,Amit Patel,24-02-2022
BA00481,2010,4,April,Q2,east zone,Uttar Pradesh,Retail Banking,Operating Expense,4743.66,4118.33,-625.33,-13.18%,No,Sunita Rao,30-Sep-23
BA00482,2023,10,October,Q4,East Zone,Punjab,Retail Banking,total deposits,669.36,557.8,112.64,25.30%,Yes,Meena Iyer,24-10-2023
BA00483,2019,2,February,Q1,East Zone,ANDHRA PRADESH,SME Banking,Operating Expense,1291.88,926.7,-365.18,-28.27%,No,Vijay Kumar,30-10-2025
BA00484,2024,1,January,Q1,North Zone,WEST BENGAL,Retail Banking,  Fee Income,3025.37,3239.32,213.95,7.07%,Yes,Nitin Joshi,22-09-2024
BA00485,2012,4,April,Q2,West Zone,haryana,Priority Banking,Net Interest Income,2571.45,2355.54,-215.91,-8.40%,No,Vijay Kumar,24-04-2012
BA00486,2024,10,October,Q4,South Zone,West Bengal,Corporate Banking,operating expense,4417.55,,-936.59,-21.20%,No,Priya Nair,27-02-2025
BA00487,2024,4,4,Q2,Central Zone,Haryana,sme banking,Net Interest Income,2167.63,2804.65,637.02,29.39%,Yes,Anita Bose,11-01-2024
BA00488,2018,9,SEPTEMBER,Q3,North Zone,Karnataka,PRIORITY BANKING,New Customer Acquisition,1859.86,2022.54,162.68,8.75,Yes,Deepa Krishnan,29-04-2021
BA00489,2015,11,November,Q4,Central Zone,Gujarat,NRI Banking,NEW CUSTOMER ACQUISITION,149.11,135,-14.11,-9.46%,No,Ramesh Yadav,24-11-2015
BA00490,2017,3,March,Q1,North Zone,Punjab,Retail Banking,  NPA Amount,1277.66,1632.85,Rs.355.19,27.80%,Yes,  Anita Bose,24-03-2017
BA00491,2020,11,November,Q4,East Zone,punjab,NRI Banking,total deposits,1642.87,1845.69,202.82,12.35%,Yes,Mohan Das,02-01-2019
BA00492,2025,1,January,Q1,  North Zone,  Andhra Pradesh,NRI Banking,Fee Income,1511.7,1888.08,376.38,24.90%,Yes,SUNITA RAO,24-01-2025
BA00493,2020,7,July,Q3,west zone,Rajasthan,Priority Banking,NPA Amount,1446.46,1808.85,362.39,25.05%,Yes,Deepa Krishnan,24-07-2020
BA00494,2015,10,October,Q4,East Zone,Madhya Pradesh,priority banking,OPERATING EXPENSE,1173.51,1348.94,175.43,14.95%,yes,Sunita Rao,10-Sep-21
BA00495,2011,7,Jul,Q3,Central Zone,  Uttar Pradesh,Corporate Banking,FEE INCOME,2340.43,Rs.2444.01,103.58,4.43%,yes,Sanjay Gupta,17-May-24
BA00496,2010,7,July,Q3,West Zone,Uttar Pradesh,Priority Banking,Cross Sell Revenue,1910.13,1618.45,,-15.27%,No,Vijay Kumar,30-Mar-12
BA00497,2010,10,October,Q4,east zone,Haryana,Corporate Banking,npa amount,2776.75,2815.6,38.85,1.40%,Yes,Amit Patel,19-May-22
BA00498,2011,9,September,Q3,North Zone,Rajasthan,retail banking,Profit Before Tax,Rs.3874.74,2994.93,-879.81,-22.71%,No,vijay kumar,12-06-2025
BA00499,2014,2,2,Q1,East Zone,Maharashtra,NRI Banking,Total Deposits,3798.99,3765.15,-33.84,-0.89%,No,Mohan Das,24-02-2014
BA00500,2022,12,Dec,Q4,Central Zone,HARYANA,NRI Banking,  Fee Income,2727.1,2899.26,172.16,6.31%,Yes,Sunita Rao,08-08-2025
