Transaction_ID,Customer_ID,Transaction_Date,Transaction_Type,Product_ID,Product,Amount_INR,Channel,Branch_Name,State,RM_Name,Status,Narration,GST_INR,Processing_Fee_INR,Net_Amount_INR
TXN2582817,CUST42955,23-Jul-18,EMI Payment,PRD0002,Personal Loan,469717.07,Phone Banking,SOUTH ZONE,Telangana,Sunita Rao,Failed,EMI Payment - Personal Loan - Jul 2018,84549.07,276.94,384891.06
TXN6328101,CUST26144,20-07-2010,Cash Deposit,PRD0010,FIXED DEPOSIT,1567021.3,POS,East Zone,Gujarat,amit patel,Completed,Cash Deposit - Fixed Deposit - Jul 2010,282063.83,221.08,1284736.39
TXN4636591,CUST60342,16-Feb-21,Transfer,PRD0014,OD Facility,2531787.89,ATM,West Zone,West Bengal,Arun Mehta,Failed,Transfer - OD Facility - Feb 2021,455721.82,485.64,2075580.43
TXN5902298,CUST58804,24-06-2010,EMI Payment,PRD0011,Recurring Deposit,1212799.54,Phone Banking,North Zone,Odisha,Sunita Rao,Reversed,EMI Payment - Recurring Deposit - Jul 2016,0,135.41,Rs.1212664.13
TXN2998554,CUST13847,26-03-2013,Debit,PRD0017,Auto Loan,2800853.79,POS,south zone,Maharashtra,Ramesh Yadav,Completed,Debit - Auto Loan - Mar 2013,504153.68,31.84,2296668.27
TXN4973993,CUST19924,11-03-2012,penalty charge,PRD0013,  Insurance,2666929.33,POS,South Zone,odisha,Lalita Devi,Under Review,Penalty Charge - Insurance - Mar 2012,480047.28,423.91,2186458.14
TXN9129522,CUST74491,19-03-2012,CREDIT,PRD0009,Savings Account,4094751.04,Mobile App,  Central Zone,ODISHA,Kavitha Subramanian,Completed,Credit - Savings Account - Mar 2012,0,294.57,4094456.47
TXN4377699,CUST24367,22-11-2020,RTGS,PRD0013,Insurance,4551123.03,Phone Banking,North Zone,West Bengal,VIJAY KUMAR,Under Review,RTGS - Insurance - Nov 2010,819202.15,197.3,3731723.58
TXN2357676,CUST15546,01-02-2013,EMI Payment,PRD0004,Gold Loan,2788021.66,INTERNET BANKING,East Zone,Haryana,Kavitha Subramanian,Failed,EMI Payment - Gold Loan - Nov 2018,501843.9,35.42,2286142.34
TXN7934535,CUST26936,20-01-2019,  Cash Withdrawal,PRD0006,BUSINESS LOAN,4443459.5,Mobile App,  North Zone,  West Bengal,Sunita Rao,Pending,Cash Withdrawal - Business Loan - Jan 2019,0,210.67,4443248.83
TXN2083235,CUST22695,03-05-2022,Interest Credit,PRD0009,Savings Account,91948.57,NEFT/RTGS,South Zone,West Bengal,Rajesh Sharma,Reversed,Interest Credit - Savings Account - Nov 2023,16550.74,333.95,75063.88
TXN6039069,CUST36041,24-06-2010,UPI,PRD0001,Home Loan,1779515.57,ATM,South Zone,Gujarat,Rajesh Sharma,Under Review,UPI - Home Loan - Mar 2020,0,Rs.379.23,1779136.34
TXN6975680,CUST94008,02-08-2020,Transfer,PRD0008,Credit Card,1227496.06,Branch,North Zone,Tamil Nadu,Rajesh Sharma,Failed,Transfer - Credit Card - Feb 2020,0,188.97,1006357.8
TXN9117876,CUST76341,05-03-2013,NEFT,PRD0001,Home Loan,2416808.99,Internet Banking,  Central Zone,Tamil Nadu,Kavitha Subramanian,Pending,NEFT - Home Loan - May 2013,435025.62,95.88,1981687.49
TXN7134086,CUST83399,08-02-2022,IMPS,PRD0001,Home Loan,813649.33,NEFT/RTGS,South Zone,  Haryana,Sanjay Gupta,Completed,IMPS - Home Loan - Feb 2011,146456.88,472.64,666719.81
TXN7080625,CUST95200,08-08-2021,Cash Deposit,PRD0006,Business Loan,2139829.05,BRANCH,South Zone,Telangana,Arun Mehta,Completed,Cash Deposit - Business Loan - Aug 2021,385169.23,0,1754445.55
TXN7484637,CUST97755,11-02-2017,Cash Deposit,PRD0001,Home Loan,2046200.68,Branch,West Zone,Odisha,Sunita Rao,Pending,Transfer - Home Loan - Feb 2017,0,239.57,2045961.11
TXN7408677,CUST48085,01-12-2011,Debit,PRD0013,Insurance,1274517.02,mobile app,West Zone,PUNJAB,Mohan Das,Failed,Debit - Insurance - Dec 2011,229413.06,90.94,1045013.02
TXN8458185,CUST23639,25-Jun-23,EMI PAYMENT,PRD0010,Fixed Deposit,432508.05,Mobile App,Central Zone,Haryana,Nitin Joshi,Failed,EMI Payment - Fixed Deposit - Jun 2023,77851.45,139.65,354516.95
TXN4159327,CUST15965,17-05-2011,UPI,PRD0004,Gold Loan,3234614.02,Mobile App,West Zone,Andhra Pradesh,Mohan Das,Pending,UPI - Gold Loan - Apr 2019,582230.52,195.79,2652187.71
TXN8928592,CUST16450,29-Dec-14,Cash Deposit,PRD0004,Gold Loan,336480.23,Mobile App,west zone,Tamil Nadu,Sunita Rao,Completed,Cash Deposit - Gold Loan - Dec 2014,0,0,336154.37
TXN1106761,CUST94018,19-12-2013,EMI Payment,PRD0051,  Savings Account,3353920.59,  ATM,  North Zone,Tamil Nadu,MOHAN DAS,Pending,EMI Payment - Savings Account - Dec 2013,0,361.57,3353559.02
TXN1057153,CUST27389,09-06-2023,IMPS,PRD0001,Home Loan,4847967.05,ATM,North Zone,Gujarat,Lalita Devi,Under Review,IMPS - Home Loan - Jun 2023,0,495.16,4847471.89
TXN5126290,CUST93810,03-11-2016,Credit,PRD0004,Gold Loan,4283807.24,  ATM,North Zone,  Maharashtra,Lalita Devi,Completed,Credit - Gold Loan - Feb 2017,771085.3,246.01,3512475.93
TXN7790194,CUST62989,15-02-2024,Credit,PRD0012,mutual fund,1044816.58,Mobile App,East Zone,Tamil Nadu,Ramesh Yadav,Failed,Credit - Mutual Fund - Feb 2024,0,348.66,1044467.92
TXN4338865,CUST51116,09-04-2019,Transfer,PRD0007,Loan Against Property,1724267.39,  POS,CENTRAL ZONE,Punjab,Priya Nair,Completed,Transfer - Loan Against Property - Feb 2024,0,113.72,1724153.67
TXN8564772,CUST83566,12-09-2020,IMPS,PRD0012,Mutual Fund,1022105.16,neft/rtgs,North Zone,Karnataka,Meena Iyer,Failed,IMPS - Mutual Fund - Mar 2018,0,126.97,1021978.19
TXN6818891,CUST86273,08-05-2014,NEFT,PRD0008,Credit Card,569807.88,NEFT/RTGS,East Zone,Maharashtra,Sunita Rao,Under Review,NEFT - Credit Card - Aug 2014,102565.42,398.41,466844.05
TXN9248814,CUST70786,30-04-2025,neft,PRD0009,Savings Account,1982131.04,Branch,NORTH ZONE,Telangana,Amit Patel,Reversed,NEFT - Savings Account - Apr 2025,0,294.54,1981836.5
TXN8398378,CUST26936,17-05-2025,Cash Withdrawal,PRD0009,Savings Account,Rs.3980623.56,Internet Banking,Central Zone,delhi,sanjay gupta,Completed,Cash Withdrawal - Savings Account - Jan 2012,0,342.52,3980281.04
TXN1375636,CUST21728,18-11-2013,Cash Deposit,PRD0010,Fixed Deposit,4710914.61,NEFT/RTGS,South Zone,Tamil Nadu,vijay kumar,Failed,Cash Deposit - Fixed Deposit - Nov 2013,0,45.7,4710868.91
TXN8267369,CUST24316,10-06-2017,  Cash Deposit,PRD0017,Auto Loan,470585.25,Internet Banking,Central Zone,Haryana,RAJESH SHARMA,Completed,Cash Deposit - Auto Loan - Jun 2017,84705.35,64.65,385815.25
TXN8591182,CUST18694,03-01-2023,Loan Disbursal,PRD0013,Insurance,254003.7,ATM,West Zone,Haryana,Lalita Devi,Completed,Loan Disbursal - Insurance - Mar 2023,Rs.0,380.39,253623.31
TXN1119148,CUST82510,31-10-2015,debit,PRD0010,Fixed Deposit,3665232.29,ATM,North Zone,  Gujarat,Vijay Kumar,Under Review,Debit - Fixed Deposit - Feb 2024,0,310.28,3664922.01
TXN5090010,CUST17736,12-Oct-18,TRANSFER,PRD0012,Mutual Fund,3890424.62,Mobile App,  Central Zone,Karnataka,Ramesh Yadav,Completed,Transfer - Mutual Fund - Oct 2018,700276.43,497.75,Rs.3189650.44
TXN2894109,CUST25572,09-01-2017,Interest Credit,PRD0011,Recurring Deposit,2525049.23,internet banking,Central Zone,Tamil Nadu,Amit Patel,Reversed,Interest Credit - Recurring Deposit - Jan 2017,454508.86,233.11,2070307.26
TXN1556900,CUST73156,04-12-2018,RTGS,PRD0010,Fixed Deposit,3918197.34,  ATM,East Zone,Tamil Nadu,Mohan Das,Failed,RTGS - Fixed Deposit - Apr 2018,0,418.83,3917778.51
TXN1070933,CUST49838,26-01-2022,NEFT,PRD0013,  Insurance,4795059.7,ATM,West Zone,Madhya Pradesh,Meena Iyer,failed,NEFT - Insurance - Jul 2017,0,123.87,4794935.83
TXN1393526,CUST85631,10-02-2015,UPI,PRD0004,Gold Loan,1735700.4,Internet Banking,  South Zone,Punjab,Priya Nair,Reversed,UPI - Gold Loan - Apr 2014,0,6.75,1735693.65
TXN8273055,CUST21770,05-04-2022,EMI Payment,PRD0013,Insurance,2879318.89,  ATM,East Zone,Gujarat,SANJAY GUPTA,Failed,EMI Payment - Insurance - Apr 2022,518277.4,96.07,2360945.42
TXN2181351,CUST50166,17-02-2024,CASH DEPOSIT,PRD0008,Credit Card,3357317.48,Internet Banking,North Zone,Maharashtra,Rajesh Sharma,Pending,Transfer - Credit Card - Feb 2024,0,433.34,3356884.14
TXN2782434,CUST30730,03-06-2024,  Cash Withdrawal,PRD0017,AUTO LOAN,3973283.75,mobile app,WEST ZONE,kerala,RAMESH YADAV,Completed,Cash Withdrawal - Auto Loan - Jan 2010,0,312.86,3972970.89
TXN6243294,CUST90117,30-Jan-15,  Loan Disbursal,PRD0007,Loan Against Property,410446.69,Mobile App,CENTRAL ZONE,HARYANA,Amit Patel,Under Review,Loan Disbursal - Loan Against Property - Jan 2015,73880.4,437.56,336128.73
TXN7604356,CUST83399,08-02-2022,Credit,PRD0002,PERSONAL LOAN,3291362.32,Branch,North Zone,Odisha,Mohan Das,Reversed,Credit - Personal Loan - Apr 2016,0,115.6,2698801.5
TXN4379470,CUST65236,07-02-2017,Penalty Charge,PRD0002,Personal Loan,4976008.36,Mobile App,Central Zone,Haryana,Meena Iyer,Reversed,Penalty Charge - Personal Loan - Feb 2017,0,381.75,4975626.61
TXN1185375,CUST61347,07-02-2025,  IMPS,PRD0008,Credit Card,532.01,POS,Central Zone,delhi,Sanjay Gupta,Reversed,IMPS - Credit Card - Feb 2025,0,50.92,481.09
TXN4888586,CUST15546,02-12-2025,Penalty Charge,PRD0006,business loan,643750.35,neft/rtgs,  East Zone,Karnataka,Sunita Rao,Under Review,Penalty Charge - Business Loan - Dec 2025,115875.06,320.19,527555.1
TXN8966206,CUST34420,05-Jul-22,Cash Deposit,PRD0012,Mutual Fund,3484394.29,ATM,West Zone,Tamil Nadu,Deepa Krishnan,Completed,Cash Deposit - Mutual Fund - Jul 2022,627190.97,491.6,2856711.72
TXN5217856,CUST22695,19-06-2022,upi,PRD0010,Fixed Deposit,1785924.71,  POS,South Zone,West Bengal,deepa krishnan,Failed,UPI - Fixed Deposit - Jun 2022,321466.45,83.99,1464374.27
TXN9820642,CUST60326,27-Jun-15,Cash Deposit,PRD0004,  Gold Loan,2254386.12,Mobile App,East Zone,Tamil Nadu,vijay kumar,Reversed,Cash Deposit - Gold Loan - Jun 2015,0,439.54,2253946.58
TXN4156868,CUST81657,27-08-2013,Loan Disbursal,PRD0001,Home Loan,4545156.32,Branch,South Zone,Maharashtra,Priya Nair,Under Review,Loan Disbursal - Home Loan - Aug 2013,0,128.94,4545027.38
TXN2388680,CUST84912,22-10-2022,Credit,PRD0001,Home Loan,2812642.34,Mobile App,North Zone,Uttar Pradesh,Sunita Rao,Pending,Credit - Home Loan - May 2018,0,206.64,2812435.7
TXN3569699,CUST12048,18-09-2024,Cash Withdrawal,PRD0004,Gold Loan,1662587.34,MOBILE APP,West Zone,ANDHRA PRADESH,Sanjay Gupta,Reversed,Cash Withdrawal - Gold Loan - Sep 2024,0,232.04,1363089.58
TXN4979920,CUST54573,28-12-2021,cash deposit,PRD0009,Savings Account,3423294.2,ATM,South Zone,West Bengal,RAMESH YADAV,Completed,Cash Deposit - Savings Account - Dec 2021,0,68.61,3423225.59
TXN6148859,CUST48085,12-07-2025,UPI,PRD0008,Credit Card,1321383.64,internet banking,Central Zone,KARNATAKA,Deepa Krishnan,Under Review,UPI - Credit Card - Jul 2025,237849.06,67.87,1083466.71
TXN1108221,CUST69139,22-03-2023,Penalty Charge,PRD0009,Savings Account,205430.65,Mobile App,North Zone,  Punjab,Meena Iyer,Completed,Penalty Charge - Savings Account - Mar 2023,36977.52,263.83,168189.3
TXN9955595,CUST74724,10-09-2011,IMPS,PRD0096,  Mutual Fund,1252255.3,Phone Banking,south zone,Tamil Nadu,LALITA DEVI,Pending,IMPS - Mutual Fund - Nov 2015,0,119.63,1252135.67
TXN9712960,CUST89405,13-08-2016,Debit,PRD0075,  Education Loan,4891962.35,phone banking,South Zone,Delhi,Sunita Rao,Pending,Debit - Education Loan - Aug 2016,0,166.74,4891795.61
TXN6655117,CUST30286,13-10-2022,loan disbursal,PRD0006,business loan,4135888.05,Branch,South Zone,Punjab,Vijay Kumar,Failed,Loan Disbursal - Business Loan - Feb 2016,744459.85,277.68,3391150.52
TXN1002419,CUST30286,11-02-2016,Loan Disbursal,PRD0006,Business Loan,4135888.05,Branch,South Zone,Punjab,Vijay Kumar,Completed,Loan Disbursal - Business Loan - Feb 2016,744459.85,277.68,3391150.52
TXN7745307,CUST27284,22-02-2019,Cash Deposit,PRD0012,Mutual Fund,2370387.2,Branch,WEST ZONE,Rajasthan,Kavitha Subramanian,Completed,Cash Deposit - Mutual Fund - Feb 2019,426669.7,121.57,1943595.93
TXN1528016,CUST54017,11-08-2020,Interest Credit,PRD0010,Fixed Deposit,Rs.3468107.2,POS,south zone,Telangana,Ramesh Yadav,Pending,Interest Credit - Fixed Deposit - Aug 2020,0,437.27,Rs.3467669.93
TXN1313665,CUST40597,25-May-11,UPI,PRD0005,Education Loan,4365117.95,POS,Central Zone,Andhra Pradesh,Lalita Devi,Under Review,UPI - Education Loan - May 2011,785721.23,Rs.289.79,3579106.93
TXN7677978,CUST24832,02-10-2019,Transfer,PRD0003,  Auto Loan,1957705.06,Internet Banking,East Zone,Uttar Pradesh,arun mehta,completed,Transfer - Education Loan - Oct 2019,352386.91,139.37,1605178.78
TXN3919625,CUST56990,23-05-2010,Interest Credit,PRD0012,MUTUAL FUND,317962.27,POS,South Zone,Delhi,Deepa Krishnan,Completed,Interest Credit - Mutual Fund - May 2010,0,307.59,317654.68
TXN9501330,CUST19432,29-11-2012,imps,PRD0017,Auto Loan,2507307.34,NEFT/RTGS,south zone,Haryana,Priya Nair,Pending,IMPS - Auto Loan - Nov 2012,0,435.91,2506871.43
TXN1594237,CUST52584,01-01-2012,UPI,PRD0011,recurring deposit,2453402.62,internet banking,  North Zone,Delhi,Anita Bose,Completed,UPI - Recurring Deposit - Jan 2012,0,84.42,2453318.2
TXN8421906,CUST17355,12-10-2010,EMI Payment,PRD0002,personal loan,3180603.1,Mobile App,Central Zone,Maharashtra,Mohan Das,Reversed,EMI Payment - Personal Loan - Oct 2010,0,81.02,3180522.08
TXN7965959,CUST31660,10-03-2014,Transfer,PRD0014,OD Facility,4133233.9,Internet Banking,central zone,Delhi,Arun Mehta,Under Review,Transfer - OD Facility - Mar 2014,743982.1,8.99,3389242.81
TXN9752122,CUST30286,27-Jan-18,imps,PRD0005,Education Loan,244190.91,Phone Banking,West Zone,Uttar Pradesh,Anita Bose,Failed,IMPS - Education Loan - Jan 2018,43954.36,284.69,Rs.199951.86
TXN5327047,CUST16450,26-06-2024,Penalty Charge,PRD0014,OD Facility,1780254.45,  Internet Banking,Central Zone,Tamil Nadu,Deepa Krishnan,Failed,Penalty Charge - OD Facility - Aug 2021,320445.8,11.33,1459797.32
TXN6302823,CUST39933,26-08-2020,EMI Payment,PRD0012,Mutual Fund,Rs.1457321.83,Internet Banking,East Zone,West Bengal,Mohan Das,Under Review,EMI Payment - Mutual Fund - Aug 2020,0,311.13,Rs.1457010.7
TXN6200777,CUST86619,24-Jun-23,Debit,PRD0014,OD Facility,3860261.07,  POS,west zone,MADHYA PRADESH,Ramesh Yadav,Failed,Debit - OD Facility - Jun 2023,0,14.16,3860246.91
TXN5933748,CUST65685,30-12-2015,NEFT,PRD0001,Home Loan,1290092.19,Internet Banking,East Zone,andhra pradesh,  Deepa Krishnan,Reversed,NEFT - Home Loan - Dec 2015,0,429.22,1289662.97
TXN3354773,CUST84912,01-10-2020,Penalty Charge,PRD0010,Fixed Deposit,2449572.62,mobile app,west zone,Maharashtra,Sunita Rao,Pending,Penalty Charge - Fixed Deposit - Oct 2020,0,305.54,2449572.62
TXN8330045,CUST87165,03-08-2013,Transfer,PRD0006,Business Loan,4870967.39,NEFT/RTGS,South Zone,West Bengal,Meena Iyer,Under Review,Transfer - Business Loan - Mar 2013,0,490.85,4870476.54
TXN3143688,CUST49708,13-10-2022,Transfer,PRD0010,Fixed Deposit,2014538.91,Mobile App,Central Zone,Maharashtra,Ramesh Yadav,Under Review,Transfer - Fixed Deposit - Aug 2015,362617,488.96,1651432.95
TXN3675641,CUST16450,26-06-2024,Cash Withdrawal,PRD0010,fixed deposit,2749662.84,  Internet Banking,North Zone,Telangana,Nitin Joshi,Under Review,UPI - Fixed Deposit - Aug 2025,494939.31,203.39,2254520.14
TXN5060514,CUST33206,30-09-2021,Cash Withdrawal,PRD0075,  Education Loan,4987316.75,PHONE BANKING,Central Zone,West Bengal,  Amit Patel,Under Review,Cash Withdrawal - Education Loan - Sep 2021,897717.02,104.44,4089495.29
TXN5307181,CUST18993,28-09-2011,Transfer,PRD0017,Auto Loan,3462730.45,atm,North Zone,Madhya Pradesh,Mohan Das,Failed,Transfer - Auto Loan - Sep 2011,623291.48,64.3,3462730.45
TXN7101260,CUST75288,04-04-2011,Interest Credit,PRD0003,  Auto Loan,4593043.17,ATM,East Zone,  Gujarat,Sanjay Gupta,Reversed,Interest Credit - Auto Loan - Apr 2011,826747.77,302.13,Rs.3765993.27
TXN9036515,CUST19924,01-02-2013,Transfer,PRD0007,loan against property,4919123.64,ATM,NORTH ZONE,  Kerala,Priya Nair,Reversed,Transfer - Loan Against Property - Mar 2011,0,432.11,4918691.53
TXN2038119,CUST24134,11-07-2016,Interest Credit,PRD0001,Home Loan,2244765.88,POS,East Zone,DELHI,Anita Bose,Under Review,Interest Credit - Home Loan - Nov 2025,404057.86,0,1840360.98
TXN4951605,CUST88956,19-04-2025,Credit,PRD0017,AUTO LOAN,2004223.25,Branch,  Central Zone,Odisha,Vijay Kumar,Pending,Credit - Auto Loan - Apr 2025,0,223.5,2003999.75
TXN8611089,CUST37164,26-10-2024,Transfer,PRD0014,OD Facility,4635320.4,NEFT/RTGS,EAST ZONE,Gujarat,PRIYA NAIR,Failed,Transfer - OD Facility - Oct 2024,834357.67,463.34,3800499.39
TXN1460110,CUST60194,11-10-2010,NEFT,PRD0004,Gold Loan,199662.04,Phone Banking,central zone,  Maharashtra,Rajesh Sharma,Under Review,NEFT - Gold Loan - Jan 2018,35939.17,138.4,163584.47
TXN7640682,CUST66346,10-01-2016,Penalty Charge,PRD0012,Mutual Fund,927168.58,mobile app,NORTH ZONE,Haryana,Rajesh Sharma,Pending ,Penalty Charge - Mutual Fund - Jan 2016,166890.34,473.63,759804.61
TXN2897472,CUST24367,22-11-2020,RTGS,PRD0007,LOAN AGAINST PROPERTY,691907.09,Branch,CENTRAL ZONE,Madhya Pradesh,Deepa Krishnan,Under Review,RTGS - Loan Against Property - Aug 2019,124543.28,425.9,566937.91
TXN5703796,CUST24367,25-Aug-19,RTGS,PRD0007,Loan Against Property,691907.09,Branch,Central Zone,Madhya Pradesh,Deepa Krishnan,Completed,RTGS - Loan Against Property - Aug 2019,124543.28,425.9,566937.91
TXN4704877,CUST89761,03-11-2018,RTGS,PRD0017,Auto Loan,2703785.59,Phone Banking,North Zone,Rajasthan,Rajesh Sharma,Reversed,RTGS - Auto Loan - Nov 2018,0,56.15,2703729.44
TXN1692909,CUST89761,11-03-2018,RTGS,PRD0017,Auto Loan,2703785.59,Phone Banking,North Zone,Rajasthan,Rajesh Sharma,Completed,RTGS - Auto Loan - Nov 2018,0,56.15,2703729.44
TXN3839774,CUST95649,10-07-2025,Cash Deposit,PRD0011,Recurring Deposit,410219.92,Branch,SOUTH ZONE,Karnataka,Anita Bose,Completed,Cash Deposit - Recurring Deposit - Jan 2024,0,230.68,409989.24
TXN3562722,CUST23305,12-02-2010,UPI,PRD0006,Business Loan,2488566.77,NEFT/RTGS,  East Zone,ANDHRA PRADESH,Rajesh Sharma,Failed,UPI - Business Loan - Dec 2010,0,232.33,2488334.44
TXN1093215,CUST97755,24-02-2012,transfer,PRD0006,Business Loan,4810608.36,pos,Central Zone,  Andhra Pradesh,Kavitha Subramanian,Completed,Transfer - Business Loan - Feb 2012,Rs.865909.5,257.89,3944440.97
TXN2846511,CUST82510,25-09-2017,UPI,PRD0010,FIXED DEPOSIT,2180050.98,Phone Banking,NORTH ZONE,Punjab,Rajesh Sharma,Failed,UPI - Fixed Deposit - Sep 2017,0,254.84,2179796.14
TXN8362696,CUST49634,03-11-2019,Debit,PRD0014,od facility,376542.26,Phone Banking,South Zone,Rajasthan,Anita Bose,Failed,Debit - OD Facility - Nov 2019,0,420.62,376121.64
TXN3353588,CUST28558,08-02-2018,  Interest Credit,PRD0010,Fixed Deposit,Rs.4118378.81,Branch,Central Zone,Rajasthan,Nitin Joshi,Pending,Interest Credit - Fixed Deposit - Feb 2018,741308.19,70.62,3377000
TXN7895498,CUST50166,13-Mar-18,  UPI,PRD0008,Credit Card,4582041.22,INTERNET BANKING,WEST ZONE,MAHARASHTRA,Sanjay Gupta,COMPLETED,UPI - Credit Card - Mar 2018,0,210.21,4581831.01
TXN5698391,CUST23639,15-02-2010,IMPS,PRD0008,CREDIT CARD,1016631.83,Mobile App,West Zone,Punjab,nitin joshi,Failed,IMPS - Credit Card - Feb 2010,182993.73,126.97,833511.13
TXN5471061,CUST50812,16-09-2025,Loan Disbursal,PRD0010,Fixed Deposit,4676276.02,NEFT/RTGS,WEST ZONE,Telangana,Rajesh Sharma,Reversed,Loan Disbursal - Fixed Deposit - Sep 2025,841729.68,140.53,3834405.81
TXN2749186,CUST48063,11-12-2019,EMI Payment,PRD0014,OD Facility,2979781.53,pos,North Zone,Maharashtra,  Ramesh Yadav,Reversed,EMI Payment - OD Facility - Dec 2019,536360.68,162.38,2443258.47
TXN8678631,CUST48063,20-09-2022,Cash Deposit,PRD0007,Loan Against Property,1441698.64,ATM,North Zone,West Bengal,Anita Bose,Reversed,Cash Deposit - Loan Against Property - Sep 2022,0,130.05,1441568.59
TXN7168825,CUST83755,15-09-2015,UPI,PRD0014,OD Facility,2483783.6,POS,East Zone,Telangana,MOHAN DAS,Failed,UPI - OD Facility - Sep 2015,447081.05,330.19,2036372.36
TXN8524604,CUST61964,27-Nov-24,interest credit,PRD0006,Business Loan,Rs.3413837.05,ATM,North Zone,Gujarat,vijay kumar,Failed,Interest Credit - Business Loan - Nov 2024,0,221.04,3413616.01
TXN6205912,CUST74213,14-Dec-19,cash withdrawal,PRD0006,Business Loan,592027.1,  Phone Banking,South Zone,  Gujarat,Mohan Das,Pending,Cash Withdrawal - Business Loan - Dec 2019,106564.88,422.68,485039.54
TXN6245989,CUST75191,15-May-20,EMI Payment,PRD0009,Savings Account,2645274.1,Phone Banking,East Zone,rajasthan,Ramesh Yadav,Reversed,EMI Payment - Savings Account - May 2020,476149.34,292.51,2168832.25
TXN5949135,CUST66431,11-09-2020,Penalty Charge,PRD0006,business loan,3000957.35,NEFT/RTGS,West Zone,Karnataka,Meena Iyer,COMPLETED,Penalty Charge - Business Loan - Nov 2020,0,129.29,3000957.35
TXN6360499,CUST74213,27-Jan-25,CREDIT,PRD0004,Gold Loan,4622986.88,Phone Banking,Central Zone,PUNJAB,Ramesh Yadav,Reversed,Credit - Gold Loan - Jan 2025,832137.64,299.41,3790549.83
TXN9090712,CUST28659,05-12-2018,UPI,PRD0017,auto loan,3273391.81,Phone Banking,West Zone,Gujarat,Vijay Kumar,completed,UPI - Auto Loan - Dec 2018,0,420.08,Rs.3272971.73
TXN3362497,CUST69921,09-May-16,Credit,PRD0001,Home Loan,3961327.33,Internet Banking,  North Zone,Delhi,Sanjay Gupta,Reversed,Credit - Home Loan - May 2016,713038.92,25.86,Rs.3248262.55
TXN3431669,CUST20040,30-08-2022,RTGS,PRD0006,business loan,776493.92,NEFT/RTGS,Central Zone,Rajasthan,Meena Iyer,Pending,RTGS - Business Loan - Jan 2023,0,385.5,776108.42
TXN8037580,CUST11209,04-06-2016,Transfer,PRD0012,mutual fund,1502369.78,POS,west zone,Kerala,Meena Iyer,Under Review,Transfer - Mutual Fund - Jun 2016,0,82.75,1502287.03
TXN6017426,CUST96752,17-07-2025,Interest Credit,PRD0002,  Personal Loan,701228.76,NEFT/RTGS,East Zone,Madhya Pradesh,mohan das,Completed,Interest Credit - Personal Loan - Jul 2025,126221.18,21.31,574986.27
TXN6119884,CUST31750,26-11-2011,  Penalty Charge,PRD0001,HOME LOAN,1312507.96,NEFT/RTGS,South Zone,Rajasthan,  Meena Iyer,Completed,Penalty Charge - Home Loan - Nov 2011,236251.43,362.38,1075894.15
TXN3199482,CUST69139,25-06-2011,Loan Disbursal,PRD0011,Recurring Deposit,2139672.13,Mobile App,Central Zone,tamil nadu,Ramesh Yadav,Pending,Transfer - Recurring Deposit - Oct 2013,0,142.78,2139529.35
TXN5735392,CUST33458,10-10-2019,Cash Withdrawal,PRD0009,Savings Account,3523777.81,Phone Banking,CENTRAL ZONE,Gujarat,  Rajesh Sharma,Under Review,Cash Withdrawal - Savings Account - Oct 2019,0,289.36,3523488.45
TXN5577461,CUST86344,24-03-2014,cash withdrawal,PRD0007,Loan Against Property,25077.9,ATM,NORTH ZONE,Odisha,arun mehta,Under Review,Cash Withdrawal - Loan Against Property - Aug 2014,4514.02,442.78,20121.1
TXN4829685,CUST86344,15-Aug-14,Cash Withdrawal,PRD0007,Loan Against Property,25077.9,ATM,North Zone,Odisha,Arun Mehta,Completed,Cash Withdrawal - Loan Against Property - Aug 2014,4514.02,442.78,20121.1
TXN5982549,CUST55220,06-06-2024,EMI Payment,PRD0002,Personal Loan,4228984.33,Internet Banking,Central Zone,Rajasthan,deepa krishnan,Under Review,EMI Payment - Personal Loan - Jun 2024,761217.18,415.42,3467351.73
TXN3232004,CUST43619,13-Feb-18,EMI Payment,PRD0008,Credit Card,3752799.52,POS,Central Zone,Karnataka,Anita Bose,Failed,EMI Payment - Credit Card - Feb 2018,675503.91,281.8,3077013.81
TXN9207327,CUST66346,09-03-2016,RTGS,PRD0014,od facility,2592919.91,NEFT/RTGS,north zone,Gujarat,Lalita Devi,Completed,RTGS - OD Facility - Sep 2016,0,Rs.83.53,2592836.38
TXN4807179,CUST75494,03-06-2018,UPI,PRD0008,CREDIT CARD,4389160.39,ATM,  North Zone,andhra pradesh,SUNITA RAO,Completed,UPI - Credit Card - Mar 2018,790048.87,3.35,3599108.17
TXN4146623,CUST30517,01-05-2024,Transfer,PRD0004,Gold Loan,1035565.61,Phone Banking,north zone,Karnataka,Rajesh Sharma,Under Review,Transfer - Gold Loan - Jan 2024,186401.81,418.61,848745.19
TXN5272546,CUST59054,04-09-2020,Loan Disbursal,PRD0008,Credit Card,Rs.1028205.4,POS,south zone,Haryana,sunita rao,SUCCESS,Loan Disbursal - Credit Card - Apr 2020,0,198.6,3777628.96
TXN3668651,CUST97852,09-07-2012,EMI Payment,PRD0007,Loan Against Property,1509992.65,internet banking,NORTH ZONE,Madhya Pradesh,Amit Patel,Completed,EMI Payment - Loan Against Property - Sep 2012,0,211.58,1509781.07
